country_of_origin,Continent,Category,Rating
Honduras,Americas,aroma,7.5
Brazil,Americas,aroma,7.5
"Tanzania, United Republic Of",Africa,aroma,7.67
Laos,Asia,aroma,7.42
"Tanzania, United Republic Of",Africa,aroma,7.42
Malawi,Africa,aroma,7.5
Taiwan,Asia,aroma,7.33
Thailand,Asia,aroma,7.58
Costa Rica,Americas,aroma,7.5
Honduras,Americas,aroma,7.33
Colombia,Americas,aroma,7.33
Taiwan,Asia,aroma,7.42
Brazil,Americas,aroma,7.33
Mexico,North America,aroma,7.67
Brazil,Americas,aroma,7.42
Brazil,Americas,aroma,7.42
Guatemala,Americas,aroma,7.33
Brazil,Americas,aroma,7.58
Guatemala,Americas,aroma,7.75
Colombia,Americas,aroma,7.33
Guatemala,Americas,aroma,7.58
Guatemala,Americas,aroma,7.5
Honduras,Americas,aroma,7.58
Brazil,Americas,aroma,7.42
El Salvador,Americas,aroma,7.67
Guatemala,Americas,aroma,7.58
"Tanzania, United Republic Of",Africa,aroma,7.33
Nicaragua,Americas,aroma,7.58
Zambia,Africa,aroma,7.67
Honduras,Americas,aroma,7.42
Taiwan,Asia,aroma,7.5
Mexico,North America,aroma,7.58
Mexico,North America,aroma,7.5
Mexico,North America,aroma,7.5
Mexico,North America,aroma,7.33
Mexico,North America,aroma,7.67
Brazil,Americas,aroma,7.42
Colombia,Americas,aroma,7.67
Guatemala,Americas,aroma,7.42
Costa Rica,Americas,aroma,7.25
Brazil,Americas,aroma,7.42
Indonesia,Asia,aroma,7.75
Guatemala,Americas,aroma,7.58
Brazil,Americas,aroma,7.17
Brazil,Americas,aroma,7.58
Myanmar,Asia,aroma,7.33
Mexico,North America,aroma,7.58
Honduras,Americas,aroma,7.5
Costa Rica,Americas,aroma,7.67
Taiwan,Asia,aroma,7.67
Indonesia,Asia,aroma,7.42
Malawi,Africa,aroma,7.58
Brazil,Americas,aroma,7.33
Honduras,Americas,aroma,7.5
Mexico,North America,aroma,7.42
Colombia,Americas,aroma,7.5
United States (Hawaii),North America,aroma,7.83
Brazil,Americas,aroma,7.75
Guatemala,Americas,aroma,7.83
Mexico,North America,aroma,7.83
Mexico,North America,aroma,7.33
Brazil,Americas,aroma,7.33
Colombia,Americas,aroma,7.58
United States (Hawaii),North America,aroma,7.25
Guatemala,Americas,aroma,7.5
Vietnam,Asia,aroma,7
"Tanzania, United Republic Of",Africa,aroma,7.42
Brazil,Americas,aroma,7.17
Mexico,North America,aroma,7.5
Mexico,North America,aroma,7.42
Mexico,North America,aroma,7.42
Mexico,North America,aroma,7.33
Mexico,North America,aroma,7.5
Colombia,Americas,aroma,7.33
Colombia,Americas,aroma,7.42
Brazil,Americas,aroma,7.42
Guatemala,Americas,aroma,7.42
Guatemala,Americas,aroma,7.42
Honduras,Americas,aroma,7.58
"Tanzania, United Republic Of",Africa,aroma,7.17
Nicaragua,Americas,aroma,7.58
Colombia,Americas,aroma,7.75
Brazil,Americas,aroma,7.25
"Tanzania, United Republic Of",Africa,aroma,7.42
"Tanzania, United Republic Of",Africa,aroma,7.33
Brazil,Americas,aroma,7.25
Indonesia,Asia,aroma,7.17
Honduras,Americas,aroma,7.5
Costa Rica,Americas,aroma,7.5
Mexico,North America,aroma,7.42
Taiwan,Asia,aroma,7.5
Taiwan,Asia,aroma,7.58
Mexico,North America,aroma,7.5
Guatemala,Americas,aroma,7.5
Mexico,North America,aroma,7.25
Mexico,North America,aroma,7.67
Mexico,North America,aroma,7.5
Mexico,North America,aroma,7.58
Mexico,North America,aroma,7.75
United States (Hawaii),North America,aroma,7.42
Honduras,Americas,aroma,7.5
Guatemala,Americas,aroma,7.42
Taiwan,Asia,aroma,7.42
Costa Rica,Americas,aroma,7.58
"Tanzania, United Republic Of",Africa,aroma,7.42
Malawi,Africa,aroma,7.42
Taiwan,Asia,aroma,7.33
Brazil,Americas,aroma,7.42
Guatemala,Americas,aroma,7.42
Mexico,North America,aroma,7.67
Mexico,North America,aroma,7.33
Mexico,North America,aroma,7.67
Thailand,Asia,aroma,7.08
Thailand,Asia,aroma,7.33
Costa Rica,Americas,aroma,7.25
Guatemala,Americas,aroma,7.67
Nicaragua,Americas,aroma,7.5
Honduras,Americas,aroma,7.5
Guatemala,Americas,aroma,7.5
Taiwan,Asia,aroma,7.5
Myanmar,Asia,aroma,7.25
Costa Rica,Americas,aroma,7.83
Malawi,Africa,aroma,7.67
Guatemala,Americas,aroma,7.5
Taiwan,Asia,aroma,7.42
Brazil,Americas,aroma,7.58
Haiti,Americas,aroma,7.42
Taiwan,Asia,aroma,7.5
Mexico,North America,aroma,7.33
Mexico,North America,aroma,7.58
Mexico,North America,aroma,7.42
Mexico,North America,aroma,7.33
Mexico,North America,aroma,7.42
Mexico,North America,aroma,7.5
Indonesia,Asia,aroma,7.75
Brazil,Americas,aroma,7.5
Guatemala,Americas,aroma,7.33
Colombia,Americas,aroma,7.42
United States (Hawaii),North America,aroma,7.33
Mexico,North America,aroma,7.58
Guatemala,Americas,aroma,7.42
Brazil,Americas,aroma,7.33
Honduras,Americas,aroma,7.5
Taiwan,Asia,aroma,7.83
Malawi,Africa,aroma,7.58
Brazil,Americas,aroma,7.25
Guatemala,Americas,aroma,7.42
Mexico,North America,aroma,7.67
Peru,Americas,aroma,7.42
Guatemala,Americas,aroma,7.42
Mexico,North America,aroma,7.42
Mexico,North America,aroma,7.42
Colombia,Americas,aroma,7.5
Colombia,Americas,aroma,7.75
United States (Hawaii),North America,aroma,7.83
Colombia,Americas,aroma,7.5
Honduras,Americas,aroma,7.5
Mexico,North America,aroma,7.67
Brazil,Americas,aroma,7.25
Honduras,Americas,aroma,7.58
Brazil,Americas,aroma,7.17
Philippines,Asia,aroma,7.08
Malawi,Africa,aroma,7.75
Honduras,Americas,aroma,7.33
Mexico,North America,aroma,7.58
Mexico,North America,aroma,7.33
Brazil,Americas,aroma,7.5
Taiwan,Asia,aroma,7.83
Brazil,Americas,aroma,7.17
Nicaragua,Americas,aroma,7.08
Honduras,Americas,aroma,7.42
Guatemala,Americas,aroma,7.33
"Tanzania, United Republic Of",Africa,aroma,7.33
Taiwan,Asia,aroma,7.5
Guatemala,Americas,aroma,7.5
Mexico,North America,aroma,7.42
Nicaragua,Americas,aroma,7.33
"Tanzania, United Republic Of",Africa,aroma,7.67
Mexico,North America,aroma,7.75
Costa Rica,Americas,aroma,7.5
Honduras,Americas,aroma,7.42
Thailand,Asia,aroma,6.83
Philippines,Asia,aroma,7.25
"Tanzania, United Republic Of",Africa,aroma,7.58
Malawi,Africa,aroma,7.58
Costa Rica,Americas,aroma,7.33
Brazil,Americas,aroma,7.42
Mexico,North America,aroma,7.42
Guatemala,Americas,aroma,7.42
Brazil,Americas,aroma,7.42
United States (Hawaii),North America,aroma,7.25
Ethiopia,Africa,aroma,7.42
Brazil,Americas,aroma,7.58
Nicaragua,Americas,aroma,7.33
United States,North America,aroma,7.42
"Tanzania, United Republic Of",Africa,aroma,7.42
Costa Rica,Americas,aroma,7.42
United States (Puerto Rico),North America,aroma,7.67
Mexico,North America,aroma,7.25
Mexico,North America,aroma,7.33
Mexico,North America,aroma,7.33
Mexico,North America,aroma,7.42
United States (Hawaii),North America,aroma,7.42
Brazil,Americas,aroma,7.25
El Salvador,Americas,aroma,7.42
Brazil,Americas,aroma,7.33
Guatemala,Americas,aroma,7.42
Colombia,Americas,aroma,7.67
Guatemala,Americas,aroma,7.5
Taiwan,Asia,aroma,7.25
Honduras,Americas,aroma,7.42
Brazil,Americas,aroma,7.67
"Tanzania, United Republic Of",Africa,aroma,7.33
Uganda,Africa,aroma,7.33
Taiwan,Asia,aroma,7.5
Thailand,Asia,aroma,7.33
Mexico,North America,aroma,7.08
Mexico,North America,aroma,7.58
Taiwan,Asia,aroma,7.33
Guatemala,Americas,aroma,7.67
Kenya,Africa,aroma,7.17
Mexico,North America,aroma,7.5
Myanmar,Asia,aroma,7.17
United States (Hawaii),North America,aroma,7.42
"Tanzania, United Republic Of",Africa,aroma,7.33
Brazil,Americas,aroma,7.25
Taiwan,Asia,aroma,7.92
Brazil,Americas,aroma,7.17
Nicaragua,Americas,aroma,7.33
Guatemala,Americas,aroma,7.58
Taiwan,Asia,aroma,7.42
Taiwan,Asia,aroma,7.25
Taiwan,Asia,aroma,7.42
Mexico,North America,aroma,7.58
Thailand,Asia,aroma,7.67
Laos,Asia,aroma,7.42
Guatemala,Americas,aroma,7.67
Mexico,North America,aroma,7.17
Mexico,North America,aroma,7.33
Mexico,North America,aroma,7.5
United States (Hawaii),North America,aroma,7.42
Colombia,Americas,aroma,7.33
Brazil,Americas,aroma,7.17
Myanmar,Asia,aroma,6.92
Guatemala,Americas,aroma,7.5
Nicaragua,Americas,aroma,7.25
Honduras,Americas,aroma,7.5
Panama,Americas,aroma,7.25
Honduras,Americas,aroma,7.42
Honduras,Americas,aroma,7.25
Costa Rica,Americas,aroma,7.33
Mexico,North America,aroma,7.58
Haiti,Americas,aroma,7.42
United States (Hawaii),North America,aroma,7.08
Taiwan,Asia,aroma,7.33
Indonesia,Asia,aroma,7.58
Guatemala,Americas,aroma,7.67
Costa Rica,Americas,aroma,7.83
Malawi,Africa,aroma,7.5
Mexico,North America,aroma,7.25
Colombia,Americas,aroma,7.67
Guatemala,Americas,aroma,7.67
Guatemala,Americas,aroma,7
Guatemala,Americas,aroma,7
Colombia,Americas,aroma,7.17
Brazil,Americas,aroma,7.33
Nicaragua,Americas,aroma,7.08
"Tanzania, United Republic Of",Africa,aroma,7.25
Brazil,Americas,aroma,7.42
Honduras,Americas,aroma,7.5
Guatemala,Americas,aroma,7.17
United States (Hawaii),North America,aroma,7.42
Colombia,Americas,aroma,7.08
Taiwan,Asia,aroma,7.17
Guatemala,Americas,aroma,7.33
Honduras,Americas,aroma,7.58
Mauritius,Africa,aroma,7.25
Brazil,Americas,aroma,7.25
Myanmar,Asia,aroma,7.17
Guatemala,Americas,aroma,7.5
Brazil,Americas,aroma,7.42
United States (Hawaii),North America,aroma,7.42
Guatemala,Americas,aroma,7.5
Mexico,North America,aroma,7.25
Honduras,Americas,aroma,7.25
Taiwan,Asia,aroma,7.58
El Salvador,Americas,aroma,7.33
China,Asia,aroma,7.25
Taiwan,Asia,aroma,7.25
Mexico,North America,aroma,6.92
Mexico,North America,aroma,7.42
Burundi,Africa,aroma,7.08
"Tanzania, United Republic Of",Africa,aroma,7.25
"Tanzania, United Republic Of",Africa,aroma,7.25
Taiwan,Asia,aroma,7.25
Guatemala,Americas,aroma,7.33
Mexico,North America,aroma,7.25
United States (Hawaii),North America,aroma,7.17
Ethiopia,Africa,aroma,7.25
Brazil,Americas,aroma,7.17
Honduras,Americas,aroma,7.25
Mexico,North America,aroma,7.25
Myanmar,Asia,aroma,8
Myanmar,Asia,aroma,7.42
Nicaragua,Americas,aroma,7.08
United States (Hawaii),North America,aroma,7.5
Colombia,Americas,aroma,7.42
Taiwan,Asia,aroma,7.25
Guatemala,Americas,aroma,7
Mexico,North America,aroma,7.58
Vietnam,Asia,aroma,7.42
Nicaragua,Americas,aroma,7.17
Honduras,Americas,aroma,7.25
Guatemala,Americas,aroma,7.33
Mexico,North America,aroma,7.33
Mexico,North America,aroma,7.58
Mexico,North America,aroma,7.33
Guatemala,Americas,aroma,7.33
United States (Hawaii),North America,aroma,7.58
Brazil,Americas,aroma,7.17
Taiwan,Asia,aroma,7.42
Nicaragua,Americas,aroma,7.25
Taiwan,Asia,aroma,7.25
Taiwan,Asia,aroma,7.25
Taiwan,Asia,aroma,7.25
Mexico,North America,aroma,7.33
Mexico,North America,aroma,7.25
Nicaragua,Americas,aroma,7.33
Myanmar,Asia,aroma,7.17
Mexico,North America,aroma,7.58
Taiwan,Asia,aroma,7.25
Thailand,Asia,aroma,7.33
Mexico,North America,aroma,7.25
Mexico,North America,aroma,7.08
Ethiopia,Africa,aroma,7.42
Colombia,Americas,aroma,7.83
United States (Hawaii),North America,aroma,7.5
Mexico,North America,aroma,7.33
Mexico,North America,aroma,7.17
Mexico,North America,aroma,7.5
Mexico,North America,aroma,7.17
Mexico,North America,aroma,7.33
Mexico,North America,aroma,7.17
United States (Hawaii),North America,aroma,7.5
Kenya,Africa,aroma,7
Guatemala,Americas,aroma,7.33
Nicaragua,Americas,aroma,6.83
Mexico,North America,aroma,7.17
United States (Hawaii),North America,aroma,7.58
Guatemala,Americas,aroma,7.5
Taiwan,Asia,aroma,7.75
Taiwan,Asia,aroma,7.08
Thailand,Asia,aroma,7.25
Peru,Americas,aroma,7
Costa Rica,Americas,aroma,7.58
Mexico,North America,aroma,7.58
Mexico,North America,aroma,7.58
Mexico,North America,aroma,7.25
Mexico,North America,aroma,7.25
Mexico,North America,aroma,7.33
Guatemala,Americas,aroma,7.58
Mexico,North America,aroma,7.25
Guatemala,Americas,aroma,7.42
El Salvador,Americas,aroma,7.25
Thailand,Asia,aroma,6.92
Guatemala,Americas,aroma,7.5
Mexico,North America,aroma,7.42
Mexico,North America,aroma,7.33
Mexico,North America,aroma,6.92
Thailand,Asia,aroma,7.17
Mexico,North America,aroma,7.08
Mexico,North America,aroma,7.25
Colombia,Americas,aroma,7.25
Guatemala,Americas,aroma,7.08
Nicaragua,Americas,aroma,6.92
Taiwan,Asia,aroma,6.92
Colombia,Americas,aroma,7.83
Mexico,North America,aroma,7.25
Mexico,North America,aroma,7.25
Guatemala,Americas,aroma,7.08
Guatemala,Americas,aroma,7.25
Mexico,North America,aroma,7
Cote d?Ivoire,Africa,aroma,7.42
Colombia,Americas,aroma,7.42
Mexico,North America,aroma,7
Mexico,North America,aroma,7.42
Guatemala,Americas,aroma,7.17
Taiwan,Asia,aroma,7.08
Mexico,North America,aroma,7
Guatemala,Americas,aroma,7.33
Honduras,Americas,aroma,7.58
Guatemala,Americas,aroma,7.08
Guatemala,Americas,aroma,7.25
Costa Rica,Americas,aroma,7.17
Mexico,North America,aroma,7.25
Mexico,North America,aroma,7.17
Mexico,North America,aroma,6.75
Guatemala,Americas,aroma,7.58
United States (Puerto Rico),North America,aroma,7.42
Mexico,North America,aroma,7.33
Mexico,North America,aroma,7.25
Mexico,North America,aroma,7.17
Guatemala,Americas,aroma,7.33
Honduras,Americas,aroma,7
Peru,Americas,aroma,7.67
Mexico,North America,aroma,6.75
Mexico,North America,aroma,7.5
Mexico,North America,aroma,7.17
Mexico,North America,aroma,7.33
Mexico,North America,aroma,7.5
Nicaragua,Americas,aroma,7.17
United States (Hawaii),North America,aroma,7.5
Guatemala,Americas,aroma,7.33
Mexico,North America,aroma,7.25
Mexico,North America,aroma,7.25
Mexico,North America,aroma,7.67
China,Asia,aroma,7
Mexico,North America,aroma,6.92
Nicaragua,Americas,aroma,7.08
Nicaragua,Americas,aroma,6.83
Guatemala,Americas,aroma,7.33
Taiwan,Asia,aroma,6.83
Mexico,North America,aroma,7
Mexico,North America,aroma,7.92
United States (Hawaii),North America,aroma,7.92
Mexico,North America,aroma,7.25
Mexico,North America,aroma,7.08
Mexico,North America,aroma,7.25
Brazil,Americas,aroma,6.83
Mexico,North America,aroma,7.58
United States (Hawaii),North America,aroma,7.5
Guatemala,Americas,aroma,7.17
Guatemala,Americas,aroma,7.17
Mexico,North America,aroma,7.25
Guatemala,Americas,aroma,7.17
United States (Hawaii),North America,aroma,7.5
United States (Hawaii),North America,aroma,7.42
Indonesia,Asia,aroma,6.92
Mexico,North America,aroma,7.08
Taiwan,Asia,aroma,7.5
Honduras,Americas,aroma,6.83
United States (Hawaii),North America,aroma,7.58
Guatemala,Americas,aroma,7.42
China,Asia,aroma,7.33
Guatemala,Americas,aroma,7
Mexico,North America,aroma,7.25
Colombia,Americas,aroma,7.42
Costa Rica,Americas,aroma,7.5
Mexico,North America,aroma,7.42
Guatemala,Americas,aroma,7.17
Nicaragua,Americas,aroma,7.42
Brazil,Americas,aroma,7
Guatemala,Americas,aroma,7
Taiwan,Asia,aroma,7.17
United States (Hawaii),North America,aroma,7.58
Mexico,North America,aroma,7.17
Guatemala,Americas,aroma,7.08
Brazil,Americas,aroma,7.5
Guatemala,Americas,aroma,7.33
Mexico,North America,aroma,7.33
Haiti,Americas,aroma,6.83
United States (Hawaii),North America,aroma,7.08
Mexico,North America,aroma,7.08
Peru,Americas,aroma,7.42
India,Asia,aroma,7.67
Mexico,North America,aroma,6.67
Guatemala,Americas,aroma,6.42
Mexico,North America,aroma,7.17
Guatemala,Americas,aroma,7.5
Guatemala,Americas,aroma,6.17
United States (Hawaii),North America,aroma,7.25
United States (Hawaii),North America,aroma,7.5
Mexico,North America,aroma,7.42
Indonesia,Asia,aroma,7.33
Mexico,North America,aroma,7.08
Honduras,Americas,aroma,6.83
Philippines,Asia,aroma,6.83
Brazil,Americas,aroma,7.17
Guatemala,Americas,aroma,7.92
Guatemala,Americas,aroma,6.67
Mexico,North America,aroma,7.5
Mexico,North America,aroma,7.17
Mexico,North America,aroma,7.25
Mexico,North America,aroma,7.17
Mexico,North America,aroma,7
Mexico,North America,aroma,7.08
Mexico,North America,aroma,7.33
Guatemala,Americas,aroma,6.75
Guatemala,Americas,aroma,6.75
Mexico,North America,aroma,7.08
United States (Hawaii),North America,aroma,7.5
Guatemala,Americas,aroma,6.5
Mexico,North America,aroma,7
Mexico,North America,aroma,6.92
Mexico,North America,aroma,7.67
United States (Hawaii),North America,aroma,7.17
Brazil,Americas,aroma,7.25
Honduras,Americas,aroma,7
Mexico,North America,aroma,7.08
Colombia,Americas,aroma,8
United States (Hawaii),North America,aroma,6.92
Haiti,Americas,aroma,6.92
Costa Rica,Americas,aroma,6.33
Mexico,North America,aroma,6.92
Mexico,North America,aroma,6.5
Mexico,North America,aroma,6.92
Brazil,Americas,aroma,7
Honduras,Americas,aroma,6.67
Honduras,Americas,aroma,7
Honduras,Americas,aroma,7
Mexico,North America,aroma,7.08
Haiti,Americas,aroma,6.75
Nicaragua,Americas,aroma,7.25
Guatemala,Americas,aroma,7.5
Honduras,Americas,aroma,0
Uganda,Africa,aroma,7.83
India,Asia,aroma,8
India,Asia,aroma,7.92
Uganda,Africa,aroma,8
Uganda,Africa,aroma,8.33
India,Asia,aroma,8
India,Asia,aroma,7.67
India,Asia,aroma,7.67
India,Asia,aroma,7.67
Uganda,Africa,aroma,7.67
Uganda,Africa,aroma,7.58
India,Asia,aroma,7.67
India,Asia,aroma,7.58
Uganda,Africa,aroma,8
Uganda,Africa,aroma,8
India,Asia,aroma,7.75
India,Asia,aroma,7.5
Uganda,Africa,aroma,7.33
Uganda,Africa,aroma,7.83
Uganda,Africa,aroma,7.75
India,Asia,aroma,7.67
India,Asia,aroma,7.58
United States,North America,aroma,7.92
Ecuador,Americas,aroma,7.75
Ecuador,Americas,aroma,7.5
United States,North America,aroma,7.33
India,Asia,aroma,7.42
Vietnam,Asia,aroma,6.75
Ethiopia,Africa,flavor,8.83
Ethiopia,Africa,flavor,8.67
Guatemala,Americas,flavor,8.5
Ethiopia,Africa,flavor,8.58
Ethiopia,Africa,flavor,8.5
Brazil,Americas,flavor,8.42
Peru,Americas,flavor,8.5
Ethiopia,Africa,flavor,8.33
Ethiopia,Africa,flavor,8.67
Ethiopia,Africa,flavor,8.58
Ethiopia,Africa,flavor,8.67
United States,North America,flavor,8.42
United States,North America,flavor,8.67
United States (Hawaii),North America,flavor,8.42
Ethiopia,Africa,flavor,8.33
United States,North America,flavor,8.5
Indonesia,Asia,flavor,8.25
Ethiopia,Africa,flavor,8.33
China,Asia,flavor,8.25
Ethiopia,Africa,flavor,8.17
United States,North America,flavor,8.25
Costa Rica,Americas,flavor,8.25
Mexico,North America,flavor,8.25
United States,North America,flavor,8.33
Ethiopia,Africa,flavor,8.17
Brazil,Americas,flavor,8.5
Ethiopia,Africa,flavor,8.25
Uganda,Africa,flavor,8.17
Honduras,Americas,flavor,8.08
Taiwan,Asia,flavor,8
Nicaragua,Americas,flavor,8.25
"Tanzania, United Republic Of",Africa,flavor,8.17
Brazil,Americas,flavor,8.17
Costa Rica,Americas,flavor,7.83
Ethiopia,Africa,flavor,8.08
Kenya,Africa,flavor,8
United States (Hawaii),North America,flavor,8.17
United States (Hawaii),North America,flavor,8.42
Ethiopia,Africa,flavor,7.75
United States,North America,flavor,8.17
Thailand,Asia,flavor,8.33
Brazil,Americas,flavor,7.92
Brazil,Americas,flavor,7.92
Taiwan,Asia,flavor,8.17
Kenya,Africa,flavor,8.08
Brazil,Americas,flavor,8
Uganda,Africa,flavor,8.08
Colombia,Americas,flavor,7.92
Kenya,Africa,flavor,8.17
Uganda,Africa,flavor,8
Ethiopia,Africa,flavor,8.08
United States (Hawaii),North America,flavor,8.17
Guatemala,Americas,flavor,8.08
Uganda,Africa,flavor,8.17
Colombia,Americas,flavor,8
Panama,Americas,flavor,8
Ethiopia,Africa,flavor,8.08
Guatemala,Americas,flavor,8
Guatemala,Americas,flavor,8
Ethiopia,Africa,flavor,8
Peru,Americas,flavor,8
Papua New Guinea,Oceania,flavor,8.42
El Salvador,Americas,flavor,8.17
El Salvador,Americas,flavor,8
United States (Hawaii),North America,flavor,8
Panama,Americas,flavor,7.75
Kenya,Africa,flavor,7.92
Ethiopia,Africa,flavor,8
Uganda,Africa,flavor,7.92
Guatemala,Americas,flavor,7.83
Ethiopia,Africa,flavor,7.83
Uganda,Africa,flavor,8
United States (Hawaii),North America,flavor,7.92
Brazil,Americas,flavor,8
El Salvador,Americas,flavor,7.83
China,Asia,flavor,8
Guatemala,Americas,flavor,7.75
Costa Rica,Americas,flavor,8.08
Costa Rica,Americas,flavor,7.58
Kenya,Africa,flavor,8.08
Kenya,Africa,flavor,7.92
Ethiopia,Africa,flavor,7.83
Ethiopia,Africa,flavor,7.83
Guatemala,Americas,flavor,7.92
Colombia,Americas,flavor,7.92
Colombia,Americas,flavor,8.08
Indonesia,Asia,flavor,7.83
Guatemala,Americas,flavor,8
Ethiopia,Africa,flavor,8
Colombia,Americas,flavor,7.83
Ethiopia,Africa,flavor,8
United States (Hawaii),North America,flavor,7.83
Colombia,Americas,flavor,8
United States (Hawaii),North America,flavor,8.17
Ethiopia,Africa,flavor,8
United States (Hawaii),North America,flavor,7.92
Uganda,Africa,flavor,7.92
Colombia,Americas,flavor,7.92
Costa Rica,Americas,flavor,8
Mexico,North America,flavor,8
Kenya,Africa,flavor,7.83
Kenya,Africa,flavor,7.83
Brazil,Americas,flavor,8
Mexico,North America,flavor,8.17
United States (Hawaii),North America,flavor,7.92
Guatemala,Americas,flavor,8.08
Colombia,Americas,flavor,7.92
Colombia,Americas,flavor,7.83
Taiwan,Asia,flavor,7.83
"Tanzania, United Republic Of",Africa,flavor,7.83
Colombia,Americas,flavor,7.92
Mexico,North America,flavor,8
Brazil,Americas,flavor,7.92
Brazil,Americas,flavor,8
Kenya,Africa,flavor,7.67
Taiwan,Asia,flavor,7.58
Uganda,Africa,flavor,7.92
United States (Hawaii),North America,flavor,7.75
Ethiopia,Africa,flavor,7.92
Ethiopia,Africa,flavor,7.92
Thailand,Asia,flavor,7.75
Kenya,Africa,flavor,7.83
Honduras,Americas,flavor,7.75
El Salvador,Americas,flavor,8
Nicaragua,Americas,flavor,7.58
El Salvador,Americas,flavor,7.83
Indonesia,Asia,flavor,7.83
Japan,Asia,flavor,7.75
Costa Rica,Americas,flavor,7.75
Guatemala,Americas,flavor,7.83
Costa Rica,Americas,flavor,8
Ethiopia,Africa,flavor,7.83
Costa Rica,Americas,flavor,7.58
Costa Rica,Americas,flavor,7.58
Costa Rica,Americas,flavor,7.83
Taiwan,Asia,flavor,7.92
Colombia,Americas,flavor,7.83
Kenya,Africa,flavor,7.92
Guatemala,Americas,flavor,7.83
Guatemala,Americas,flavor,7.83
Mexico,North America,flavor,7.58
Uganda,Africa,flavor,7.83
Peru,Americas,flavor,7.83
Ethiopia,Africa,flavor,7.75
Kenya,Africa,flavor,7.75
Colombia,Americas,flavor,7.67
Colombia,Americas,flavor,7.83
Kenya,Africa,flavor,7.83
Guatemala,Americas,flavor,7.83
Guatemala,Americas,flavor,7.92
Colombia,Americas,flavor,7.67
Colombia,Americas,flavor,7.75
Kenya,Africa,flavor,7.75
Colombia,Americas,flavor,7.83
Costa Rica,Americas,flavor,7.83
Colombia,Americas,flavor,7.67
Brazil,Americas,flavor,8
Brazil,Americas,flavor,8
Costa Rica,Americas,flavor,7.67
