species,country_of_origin,region,harvest_year,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,cupper_points,moisture,color
Arabica,Mexico,coatepec,2012,7.25,7.25,7.08,7.17,7.33,7.33,9.33,10,10,7.25,0.12,Green
Arabica,Mexico,san miguel del puerto,2012,7.08,7.33,7,7.33,7.08,7,10,10,10,7.17,0.11,Green
Arabica,Colombia,huila,2015,7.83,7.67,7.58,7.75,7.83,7.17,6.67,10,10,7.42,0,Green
Arabica,United States (Hawaii),kona,2014,7.5,7,7,6.92,7.33,7.17,10,10,10,7,0.11,Green
Arabica,Mexico,chiapas,2013,7.33,7.08,7.08,7.33,7.42,7.17,9.33,10,10,7.17,0.12,Green
Arabica,Mexico,"motozintla, chiapas",2012,7.17,7.17,6.92,7.25,7.33,7.08,10,10,10,7,0.12,Green
Arabica,Mexico,jaltenango,2012,7.17,7.08,7.08,7.08,7.5,7.33,9.33,10,10,7.33,0.11,Green
Arabica,Mexico,coatepec,2012,7.33,7.25,7,7.42,7.17,7.17,9.33,10,10,7.25,0.12,Green
Arabica,Mexico,veracruz,2012,7.17,7.33,7.08,7.58,7.33,7.08,10,9.33,10,7,0.11,Green
Arabica,Guatemala,san marcos,2017,7.33,7.25,6.92,7.33,7.25,7.33,9.33,10,10,7.08,0.1,Green
Arabica,Nicaragua,jinotega,2014,6.83,7.17,7.17,6.92,7.5,7.08,10,10,10,7.17,0.11,Green
Arabica,Mexico,veracruz,2012,7.17,7.08,7,7.25,7.5,7,10,10,10,6.83,0.12,Green
Arabica,United States (Hawaii),kona,2012,7.58,7.08,6.83,7.17,7.5,7.17,9.33,10,10,7.17,0.12,Blue-Green
Arabica,Guatemala,oriente,2016,7.5,7.42,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.25,0.1,Green
Arabica,Taiwan,"baihe dist., tainan city 臺南市白河區",2013,7.08,7.08,7.25,7,7.17,7.17,10,10,10,7,0.1,Blue-Green
Arabica,Thailand,thailand,2013,7.25,7.08,6.92,7.5,7.08,6.92,10,10,10,7,0.12,Green
Arabica,Peru,huanuco,2013,7,7.08,7,7.25,7.5,7.42,9.33,10,10,7.17,0.12,Green
Arabica,Costa Rica,brunca,2013,7.58,7.5,7.67,7.75,7.67,7.58,8,8,10,8,0.1,Bluish-Green
Arabica,Mexico,"la concordia, chiapas",2013,7.58,7.08,7,7,7.5,6.92,10,10,10,6.67,0.12,Green
Arabica,Mexico,chiapas,2013,7.58,7.08,6.92,7.58,7.5,6.92,10,9.33,10,6.83,0.13,Green
Arabica,Mexico,chiapas,2013,7.25,7.08,7,7.17,7.17,7.08,10,10,10,7,0.12,Green
Arabica,Mexico,zaragoza itundujia,2012,7.25,7.17,7.17,7.08,7.17,7,10,10,10,6.92,0.14,None
Arabica,Mexico,pochutla,2012,7.33,7.25,7,7.08,7.08,7,10,10,10,7,0.1,Green
Arabica,Guatemala,antigua,2012,7.58,7.33,7.5,7.33,7,7.33,9.33,9.33,9.33,7.67,0,Green
Arabica,Guatemala,oriente,2016,7.42,7.42,7.25,7.58,7.42,7.33,9.33,9.33,9.33,7.25,0.1,Green
Arabica,El Salvador,cacahuatique,2016,7.25,7.08,7,6.83,7.33,7.17,10,10,10,7,0,Bluish-Green
Arabica,Thailand,thailand,2013,6.92,7.17,6.83,7.42,7.17,7.08,10,10,10,7.08,0.12,Blue-Green
Arabica,Guatemala,oriente,2013,7.5,7,6.83,7.08,7.08,7.17,10,10,10,7,0.11,Green
Arabica,Mexico,"la concordia, chiapas",2013,7.42,7.25,6.83,7.58,7.17,6.58,10,10,10,6.83,0.12,Green
Arabica,Mexico,"tenango de doria, hidalgo",2012,7.33,7.17,7,6.75,7.08,7,10,10,10,7.33,0.13,None
Arabica,Mexico,tepetzingo,2012,7.08,7,6.92,7.33,7.25,7.08,10,10,10,6.92,0.12,None
Arabica,Mexico,la concordia,2012,7.25,6.92,6.92,7.33,7.25,7,10,10,10,6.92,0.13,Green
Arabica,Nicaragua,jinotega,2015,6.92,6.92,7,7.42,7.25,7,10,10,10,7,0.12,Green
Arabica,Colombia,cundinamarca,2013,7.83,7.5,7.42,7.42,7.67,7.5,10,6.67,10,7.5,0,Green
Arabica,Mexico,la concordia,2012,7.25,7.08,6.92,7.25,7.58,7.08,9.33,10,10,7,0.12,Green
Arabica,Mexico,"coatepec, coatepec",2012,7.25,7.33,7,7.25,7.17,7.17,9.33,10,10,7,0.12,Bluish-Green
Arabica,Guatemala,oriente,2013,7.08,7.33,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.42,0.1,Green
Arabica,Guatemala,oriente,2014,7.25,7.33,6.83,7,7,7.17,10,10,10,6.83,0.1,Green
Arabica,Mexico,xicotepec de juarez,2012,7,6.83,6.83,7.42,7.33,7.17,10,10,10,6.83,0.13,Green
Arabica,Cote d?Ivoire,cnra station of divo,2016,7.42,7.25,6.83,7,7.33,7.08,9.33,10,10,7.08,0.13,Bluish-Green
Arabica,Colombia,pereira,2013,7.42,7.25,6.75,7.25,7.42,7.25,9.33,9.33,10,7.33,0,Green
Arabica,Mexico,zentla,2012,7,7,6.83,7.33,7.42,6.92,10,10,10,6.83,0.14,None
Arabica,Mexico,zentla,2012,7.42,7.17,7.08,7.17,7.08,7.08,9.33,10,10,7,0.14,Green
Arabica,Guatemala,oriente,2012,7.17,6.5,6.33,7.25,7.58,7.33,10,10,10,7.17,0.11,Green
Arabica,Taiwan,natou county,2014,7.08,6.83,6.83,7.25,7.42,7.08,10,10,10,6.75,0.11,Blue-Green
Arabica,Mexico,veracruz,2012,7,7,6.92,7.17,7.17,7.08,10,10,10,6.92,0.13,Green
Arabica,Guatemala,santa rosa,2017,7.33,7.42,7.33,7.42,7.5,7.42,8.67,9.33,9.33,7.42,0.1,Green
Arabica,Honduras,ocotepeque,2017,7.58,7,6.75,6.92,7,6.92,10,10,10,7,0.11,Green
Arabica,Guatemala,occidente,2016,7.08,7,6.92,7.42,7,6.92,10,10,10,6.83,0.11,Green
Arabica,Guatemala,nuevo oriente,2015,7.25,7.17,6.75,7.25,7,6.92,10,10,10,6.83,0.11,Green
Arabica,Costa Rica,san rafael,2012,7.17,7.42,7.5,8,7.25,7.83,10,10,6.67,7.33,0.1,None
Arabica,Mexico,zaragoza itundujia,2012,7.25,7.08,6.92,7.08,7.17,7.17,9.33,10,10,7.17,0.14,None
Arabica,Mexico,yajalon,2012,7.17,6.92,6.92,7.08,7.17,7,10,10,10,6.92,0.14,Green
Arabica,Guatemala,san marcos,2017,7.58,7.67,7.42,7.42,7.67,7.67,8.67,8.67,8.67,7.67,0.1,Green
Arabica,United States (Puerto Rico),yauco region,2013,7.42,7.08,6.75,7.33,7.33,6.92,10,9.33,10,6.92,0.13,Green
Arabica,Mexico,zaragoza itundujia,2012,7.33,7,6.92,7.25,7.33,7.08,9.33,10,10,6.83,0.16,None
Arabica,Mexico,tlacuilotepec,2012,7.25,7.08,6.75,7.33,7.42,7,9.33,10,10,6.92,0.11,Green
Arabica,Mexico,talpa de allende,2012,7.17,7.25,7.25,7.17,7.25,7.08,9.33,9.33,10,7.25,0.1,Bluish-Green
Arabica,Guatemala,oriente,2014,7.33,7.17,6.58,7.42,7.08,6.83,10,10,10,6.58,0.12,Green
Arabica,Honduras,intibuca,2014,7,7,7,7,7,7,10,10,10,7,0.11,Green
Arabica,Mexico,"iliatenco, guerrero",2012,6.75,7.08,6.67,7.25,7.17,7.08,10,10,10,7,0.12,None
Arabica,Mexico,zaragoza itundujia,2012,7.5,7.17,6.92,7.5,7.25,7,8.67,10,10,7,0.14,Green
Arabica,Mexico,amatenango de la frontera,2012,7.17,6.83,6.83,7.25,7.17,6.92,10,10,10,6.83,0.14,Green
Arabica,Mexico,"la concordia, chiapas",2013,7.33,7,6.75,7.08,7.17,7.25,9.33,10,10,7,0.12,Green
Arabica,Mexico,zaragoza itundujia,2012,7.5,7,6.92,7.08,6.92,6.75,10,10,10,6.75,0.16,None
Arabica,Nicaragua,jalapa,2016,7.17,7,6.92,7,7,7,10,10,10,6.75,0.1,Green
Arabica,United States (Hawaii),kona,2013,7.5,6.92,6.92,7.25,7.58,7.42,9.33,9.33,9.33,7.17,0.12,Green
Arabica,Guatemala,oriente,2013,7.33,7.08,6.33,7.25,7,7,10,10,10,6.75,0.12,Green
Arabica,Mexico,veracruz,2012,7.25,6.83,6.83,7,7.17,7,10,10,10,6.67,0.14,Green
Arabica,Mexico,veracruz,2012,7.25,7.33,7.17,7.25,7.08,7,8.67,10,10,7,0.14,None
Arabica,China,yunnan,2013,7,6.92,6.83,7.17,7.17,7.17,10,10,9.33,7.08,0,Green
Arabica,Mexico,yecuatla,2012,6.92,6.92,6.67,7.25,7.17,6.92,10,10,10,6.83,0.13,None
Arabica,Nicaragua,nueva segovia,2016,7.08,7,6.75,6.83,7.08,6.92,10,10,10,6.92,0.1,Green
Arabica,Guatemala,oriente,2014,7.33,7.17,6.92,7.58,7.25,7.17,8.67,9.33,10,7.17,0.12,Green
Arabica,Taiwan,"dongshan dist., tainan city 臺南市東山區",2013,6.83,6.75,7.17,7.25,7,6.92,10,10,10,6.67,0.1,Green
Arabica,Mexico,tapachula,2012,7,7,6.75,7.33,6.92,6.92,10,10,10,6.67,0.13,Green
Arabica,Mexico,"sierra, chiapas",2014,7.25,6.75,6.92,6.92,7.25,7.58,9.33,9.33,10,7.17,0,Green
Arabica,Mexico,villa talea de castro,2012,7.08,6.83,6.83,7,7,6.92,10,10,10,6.83,0.12,None
Arabica,Mexico,los angeles,2012,7.25,7.17,7,6.83,7.58,7.08,8.67,10,10,6.92,0.13,Green
Arabica,Brazil,monte carmelo,2014/2015,6.83,7,6.92,7.08,6.92,6.83,10,10,10,6.83,0.12,Green
Arabica,Mexico,zaragoza itundujia,2012,7.58,7.17,7,7.17,7.33,7,8,10,10,7.17,0.14,None
Arabica,United States (Hawaii),kona,2014,7.5,7.75,7.58,7.83,7.92,7.92,7.33,8,8.67,7.83,0.1,Bluish-Green
Arabica,Guatemala,oriente,2014,7.17,6.5,6.67,7,7.17,7.17,10,10,10,6.67,0.1,Green
Arabica,Guatemala,oriente,2012,7.17,7.17,6.5,7.17,7,6.83,10,10,10,6.5,0.11,Green
Arabica,Mexico,"xochitonalco, huautla",2012,7.25,7.25,7,7.5,7.33,7.42,8,9.33,10,7.75,0.13,Green
Arabica,Guatemala,oriente,2012,7.17,6.08,6.17,7.25,7.33,7.33,10,10,10,7,0.11,Green
Arabica,United States (Hawaii),kona,2014,7.5,7.5,7.33,7.58,7.5,7.42,8.67,8.67,8.67,7.42,0.11,Green
Arabica,United States (Hawaii),kona,2012,7.42,7.33,7.33,7.5,7.67,7.75,8,8.67,9.33,7.25,0.11,Green
Arabica,Mexico,cordoba,2012,7.08,6.83,6.67,7.25,7.25,6.92,10,9.33,10,6.75,0.11,Green
Arabica,Taiwan,"台南市東山區( dongshan dist., tainan city)",2016,7.5,7.08,7.33,7.17,7.5,7.5,6.67,10,10,7.25,0,Green
Arabica,Honduras,intibuca,2014,6.83,7,6.67,7,7,6.83,10,10,10,6.67,0.11,Green
Arabica,United States (Hawaii),kona,2014,7.58,7.33,7.5,7.42,7.5,7.33,8,8.67,9.33,7.33,0.12,Green
Arabica,Guatemala,oriente,2014,7.42,7.25,6.83,7.33,7,6.92,9.33,9.33,9.33,7.25,0.1,Green
Arabica,China,yunnan,2013,7.33,7.17,6.92,7.08,7.33,7,9.33,9.33,9.33,7.17,0.1,Green
Arabica,Guatemala,oriente,2013,7,6.83,6.83,7.17,6.67,6.83,10,10,10,6.67,0.11,Green
Arabica,Mexico,"motozintla, chiapas",2012,7.25,7.33,7,7,7.25,7.08,10,10,8,7.08,0.12,Green
Arabica,Costa Rica,occidental,2014,7.5,7.25,7.42,7,7.08,6.83,8.67,9.33,10,6.83,0.12,Green
Arabica,Mexico,petatlan,2012,7.42,7.25,7,7,7.25,7.08,8,10,10,6.92,0.11,Green
Arabica,Guatemala,oriente,2012,7.17,6.17,6.17,7.08,7.33,6.83,10,10,10,7.17,0.11,Green
Arabica,Nicaragua,jinotega,2016,7.42,7,7,7.17,7.08,7,9.33,8.67,10,7.17,0.1,Bluish-Green
Arabica,Guatemala,oriente,2013,7,6.83,6.67,7.17,6.83,6.83,10,10,10,6.5,0.11,Green
Arabica,Taiwan,"dongshan dist., tainan city 臺南市東山區",2012,7.17,6.75,6.58,7.33,7.33,7.17,9.33,9.33,10,6.67,0.11,Bluish-Green
Arabica,United States (Hawaii),kona,2013,7.58,7.67,7.58,7.67,7.42,7.42,9.33,9.33,6,7.58,0.12,Green
Arabica,Mexico,coatepec,2012,7.17,6.75,6.58,6.75,6.83,6.75,10,10,10,6.67,0.13,Green
Arabica,Guatemala,oriente,2013,7.08,6.92,6.33,7,6.92,7,10,10,10,6.17,0.11,Green
Arabica,Brazil,south of minas,2017 / 2018,7.5,7.33,7.42,7.58,7.58,6.92,8,8,10,7,0,Green
Arabica,Guatemala,oriente,2014,7.33,7,6.83,7.17,7.17,7.17,9.33,9.33,9.33,6.67,0.1,Green
Arabica,Mexico,zaragoza itundujia,2012,7.33,7,6.67,7,6.92,6.92,9.33,9.33,10,6.83,0.15,None
Arabica,United States (Hawaii),kona,2013,7.08,6.92,6.83,6.67,7.58,7.42,8.67,9.33,10,6.75,0.12,Green
Arabica,Mexico,"motozintla, chiapas",2012,7.08,7,7,7.25,7.33,7.25,8.67,8.67,10,6.92,0.12,Green
Arabica,Peru,san ignacio,2014,7.42,7.75,7.42,7.67,7.92,7.83,8.67,5.33,9.33,7.67,0,Green
Arabica,India,chickmangalore,2016,7.67,7.33,7.17,6.67,7.17,7.42,9.33,10,6.67,7.42,0,Green
Arabica,Guatemala,oriente,2012,6.42,6.5,6.5,7.33,6.33,6.92,10,10,10,6.5,0.12,None
Arabica,Mexico,coatepec,2012,7.17,6.58,6.58,7,7.25,6.58,9.33,9.33,10,6.58,0.13,Green
Arabica,Guatemala,oriente,2012,7.5,7,6.83,7.5,7.17,7.33,8.67,8.67,8.67,7,0.11,Green
Arabica,United States (Hawaii),kona,2014,7.25,7.08,6.83,7.17,7.33,6.83,8.67,8.67,9.33,7.08,0,Green
Arabica,United States (Hawaii),kona,2013,7.5,7.33,7.33,7.58,7.67,7.25,8,8,8,7.5,0,Bluish-Green
Arabica,Mexico,zaragoza itundujia,2012,7.42,7,6.83,7.08,6.92,6.83,7.33,10,10,6.75,0.16,None
Arabica,Indonesia,indonesia,2011,7.33,7,6.5,6.08,7.58,6.33,9.33,10,9.33,6.67,0.12,None
Arabica,Mexico,tepictla,2012,7.08,6.83,6.83,7.17,7.17,7.08,10,7.33,10,6.58,0.12,Green
Arabica,Honduras,intibuca,2014,6.83,6.83,6.67,6.83,7,6.83,9.33,8.67,10,7,0.11,Green
Arabica,Philippines,"benguet, mountain province",2012,6.83,6.5,6.5,6.92,6.75,7,9.33,10,9.33,6.67,0.12,Green
Arabica,Brazil,monte carmelo,2017 / 2018,7.17,7,6.83,7.5,7.17,7,8,8,10,7,0.11,Green
Arabica,Guatemala,oriente,2012,7.92,7.58,7.17,7.58,7.33,7.17,8,8,8,6.83,0.11,Green
Arabica,Mexico,tlacuilotepec,2012,7.5,7.25,6.92,7,7.17,6.83,8,8,10,6.83,0.11,Green
Arabica,Mexico,ocosingo,2012,7.17,6.92,6.67,6.83,7.25,7.75,10,6,10,6.58,0.11,Green
Arabica,Mexico,huautla de jimenez,2012,7.17,7.17,6.83,7.17,7.42,6.67,8.67,7.33,10,6.75,0.13,Bluish-Green
Arabica,Mexico,menglian,2012,7,6.92,6.75,6.92,7.17,6.83,10,6.67,10,6.75,0.14,Green
Arabica,Mexico,zaragoza itundujia,2012,7.08,6.75,6.58,7,7,6.75,8.67,8.67,10,6.42,0.17,None
Arabica,Mexico,coatepec,2012,7.33,6.75,6.67,7.25,7.5,7,10,5.33,10,7,0.12,Green
Arabica,Mexico,chiapas,2013,7.08,7,6.83,7.5,7.33,6.83,8,7.33,10,6.75,0.12,Green
Arabica,United States (Hawaii),kona,2014,7.5,7.25,7,7.25,7.42,7.33,8,8.67,6.67,7.33,0,Blue-Green
Arabica,Guatemala,oriente,2013,6.5,6.33,6.5,7.5,7.33,6.83,8.67,10,8.67,6,0.11,Green
Arabica,Mexico,"chocaman, veracruz",2012,7,6.58,6.67,6.83,7.08,6.83,10,6.67,10,6.67,0.14,Green
Arabica,Mexico,xalapa,2012,6.92,6.42,6.17,7.33,7.25,6.75,10,6.67,10,6.5,0.13,None
Arabica,Mexico,coatepec,2012,7.67,7,7.17,7.58,7.33,7.33,10,2.67,10,7.08,0.12,Green
Arabica,Brazil,campos altos - cerrado,2016,7.25,6.58,6.58,7,7,6.42,8,8,10,6.67,0.11,Green
Arabica,Honduras,intibuca,2014,7,7.17,6.83,7.17,7,7.17,8,8,8,7.08,0.11,Green
Arabica,United States (Hawaii),kona,2014,6.92,6.92,6.92,7.5,7.58,7.17,6.67,6.67,9.33,6.92,0.11,Green
Arabica,Costa Rica,occidental,2014,6.33,6.5,6.33,6.83,6.33,6.5,10,6.67,10,6.25,0.11,Green
Arabica,Mexico,tlatlauquitepec,2012,6.92,6.92,6.92,6.92,7.17,7,10,2.67,10,6.58,0.12,Green
Arabica,Mexico,veracruz,2012,6.5,6.67,6.42,7.17,7.33,6.5,8,6,10,6.42,0.11,Green
Arabica,Mexico,"sierra norte yajalon, chiapas",2014,6.92,7,6.83,6.92,7.42,6.92,6,6,10,6.75,0.12,Green
Arabica,Brazil,cerrado,2017 / 2018,7,7,6.83,7,7.33,6.83,6,6,10,6.67,0.11,Green
Arabica,Honduras,marcala,2014,6.67,6.5,6.17,6.67,6.83,6.17,8,8,8,6.33,0.1,Green
Arabica,Honduras,marcala,2014,7,6.17,6.17,6.67,6.5,6.17,8,8,8,6.5,0.1,Green
Arabica,Honduras,marcala,2014,7,6.33,6.17,6.5,6.67,6.17,8,8,8,6.33,0.1,Green
Arabica,Mexico,juchique de ferrer,2012,7.08,6.83,6.25,7.42,7.25,6.75,10,0,10,6.75,0.11,None
Arabica,Haiti,"department d'artibonite , haiti",2012,6.75,6.58,6.42,6.67,7.08,6.67,9.33,6,6,6.42,0.14,Blue-Green
Arabica,Nicaragua,jalapa,2016,7.25,6.58,6.33,6.25,6.42,6.08,6,6,6,6.17,0.13,Green
Arabica,Guatemala,nuevo oriente,2012,7.5,6.67,6.67,7.67,7.33,6.67,8,1.33,1.33,6.67,0.1,Green
Arabica,Honduras,comayagua,2017,0,0,0,0,0,0,0,0,0,0,0.12,Green
Robusta,Uganda,sheema south western,2013,7.83,8.08,7.75,7.92,8.25,7.92,10,10,8,8,0.12,Green
Robusta,India,chikmagalur,2015,7.92,7.83,7.92,8,7.83,7.92,10,10,7.83,8,0,Green
Robusta,Uganda,central,2013,8,7.92,7.92,7.75,7.83,7.75,10,10,7.75,8.08,0.12,Green
Robusta,Uganda,luwero central region,2013,8.33,7.83,7.83,7.75,8.25,7.75,10,10,7.58,7.67,0.12,Green
Robusta,India,chikmagalur,2012,8,7.92,7.67,8,7.75,7.92,10,10,7.75,7.75,0,Green
Robusta,India,chikmagalur,2014,7.67,7.75,7.83,7.83,7.92,7.75,10,10,8,7.83,0,Green
Robusta,India,chikmagalur karnataka india,2017,7.67,7.75,7.83,7.67,7.92,7.83,10,10,7.92,7.92,0.1,Bluish-Green
Robusta,India,chikmagalur karnataka,2015,7.67,7.75,7.58,7.83,7.83,8,10,10,7.92,7.92,0.09,Green
Robusta,Uganda,western,2014,7.67,7.83,7.83,7.83,7.92,7.75,10,10,7.75,7.83,0.12,Green
Robusta,Uganda,iganga namadrope eastern,2014,7.58,7.92,7.75,7.83,7.5,7.67,10,10,7.67,7.83,0.12,Green
Robusta,India,chikmagalur karnataka,2015,7.67,7.83,7.75,7.5,7.75,7.58,10,10,7.75,7.75,0.11,Green
Robusta,India,chikmagalur,2014,7.58,7.58,7.67,7.58,7.67,7.67,10,10,7.5,8.33,0,Green
Robusta,Uganda,eastern,2013,8,7.75,7.75,7.58,7.67,7.5,10,10,7.58,7.67,0.11,Green
Robusta,Uganda,south western,2014,8,7.67,7.75,7.5,7.67,7.58,10,10,7.58,7.75,0.12,Green
Robusta,India,chikmagalur,2015,7.75,7.75,7.67,7.67,7.58,7.58,10,10,7.58,7.83,0,Green
Robusta,India,chikmagalur,2013,7.5,7.5,7.25,7.83,7.67,7.83,10,10,7.83,7.83,0.13,Blue-Green
Robusta,Uganda,western,2013,7.33,7.58,7.5,7.75,7.75,7.67,10,10,7.75,7.58,0.12,Green
Robusta,Uganda,western,2013,7.83,7.58,7.33,7.67,7.5,7.5,10,10,7.75,7.42,0.12,Green
Robusta,Uganda,southern,2013,7.75,7.42,7.33,7.58,7.67,7.58,10,10,7.67,7.5,0.12,Green
Robusta,India,chikmagalur,2014,7.67,7.67,7.5,7.33,7.58,7.5,10,10,7.42,7.5,0,Bluish-Green
Robusta,India,chikmagalur,2013,7.58,7.42,7.42,7.83,7.42,7.5,10,10,7.42,7.58,0,Green
Robusta,United States,chikmagalur,2012,7.92,7.5,7.42,7.42,7.42,7.42,9.33,10,7.58,7.33,0,Green
Robusta,Ecuador,"san juan, playas",2016,7.75,7.58,7.33,7.58,5.08,7.83,10,10,7.75,7.83,0,Blue-Green
Robusta,Ecuador,"san juan, playas",2016,7.5,7.67,7.75,7.75,5.17,5.25,10,10,8.42,8.58,0,Blue-Green
